reach_id,strahler_ord,Z_u_m,Z_d_m,H_gross_m,A_u_km2,A_d_km2,length_m,slope_pct,mid_lon,mid_lat,is_ror,is_microhydro,hydro_method,Q_mean_m3s,Q40_m3s,Q65_m3s,Q80_m3s,Q90_m3s,Q_jan_m3s,Q_feb_m3s,Q_mar_m3s,Q_apr_m3s,Q_may_m3s,Q_jun_m3s,Q_jul_m3s,Q_aug_m3s,Q_sep_m3s,Q_oct_m3s,Q_nov_m3s,Q_dec_m3s,Q_env_m3s,Q_design_m3s,Q_net_m3s,eta,scale_type,H_net_m,P_inst_kW,annual_energy_MWh,dry_energy_MWh,wet_energy_MWh,E_jan_MWh,E_feb_MWh,E_mar_MWh,E_apr_MWh,E_may_MWh,E_jun_MWh,E_jul_MWh,E_aug_MWh,E_sep_MWh,E_oct_MWh,E_nov_MWh,E_dec_MWh,palika,is_border_river,apportion_factor,capacity_class,cultural_excluded,slope_viable,screened_viable
4317,2,1463.8,1417.7,46.1,3.95,4.44,608.1,7.58,83.052778,28.176944,0,1,WECS_NEA_MIP,0.1735,0.1182,0.062,0.0365,0.0267,0.0382,0.0347,0.0382,0.052,0.0954,0.3035,0.5897,0.6331,0.3642,0.1648,0.0728,0.0451,0.0035,0.062,0.0585,0.65,Micro/Mini Hydro (<1 MW),41.5,15.48,120.91,48.85,72.06,6.83,5.55,6.83,9.24,12.21,11.81,12.21,12.21,11.81,12.21,11.81,8.19,Madane,0,1.0,Micro (5-100 kW),0,1,1
4318,2,1417.7,1408.0,9.7,4.44,6.71,120.0,8.09,83.052778,28.174167,0,1,WECS_NEA_MIP,0.26,0.1779,0.0941,0.0559,0.041,0.0572,0.052,0.0572,0.078,0.143,0.455,0.8839,0.9489,0.5459,0.247,0.1092,0.0676,0.0052,0.0941,0.0889,0.65,Micro/Mini Hydro (<1 MW),8.7,4.93,38.33,15.4,22.93,2.15,1.74,2.15,2.91,3.88,3.76,3.88,3.88,3.76,3.88,3.76,2.58,Madane,0,1.0,Pico (<5 kW),0,1,0
4322,1,1574.6,1323.1,251.4,0.63,0.75,533.3,47.15,83.035833,28.235,0,1,WECS_NEA_MIP,0.0304,0.0203,0.0103,0.0058,0.0042,0.0067,0.0061,0.0067,0.0091,0.0167,0.0531,0.1032,0.1108,0.0638,0.0288,0.0128,0.0079,0.0006,0.0103,0.0097,0.65,Micro/Mini Hydro (<1 MW),226.3,14.0,111.44,46.16,65.28,6.55,5.33,6.55,8.83,11.06,10.7,11.06,11.06,10.7,11.06,10.7,7.84,Madane,0,1.0,Micro (5-100 kW),0,1,1
4323,1,1323.1,1238.3,84.8,0.75,1.21,516.4,16.42,83.031944,28.236667,0,1,WECS_NEA_MIP,0.0485,0.0326,0.0167,0.0096,0.0069,0.0107,0.0097,0.0107,0.0146,0.0267,0.0849,0.1649,0.1771,0.1019,0.0461,0.0204,0.0126,0.001,0.0167,0.0157,0.65,Micro/Mini Hydro (<1 MW),76.3,7.64,60.56,24.87,35.69,3.51,2.84,3.51,4.76,6.05,5.85,6.05,6.05,5.85,6.05,5.85,4.2,Madane,0,1.0,Micro (5-100 kW),0,1,1
4324,1,1238.3,1209.4,29.0,1.21,1.53,537.0,5.39,83.0275,28.236944,0,1,WECS_NEA_MIP,0.0611,0.0412,0.0211,0.0122,0.0088,0.0134,0.0122,0.0134,0.0183,0.0336,0.1069,0.2076,0.2229,0.1282,0.058,0.0256,0.0159,0.0012,0.0211,0.0199,0.65,Micro/Mini Hydro (<1 MW),26.1,3.31,26.16,10.73,15.42,1.51,1.23,1.51,2.05,2.61,2.53,2.61,2.61,2.53,2.61,2.53,1.82,Madane,0,1.0,Pico (<5 kW),0,1,0
4335,1,1572.3,1274.3,298.0,1.16,1.97,546.3,54.55,83.498333,28.023333,0,1,WECS_NEA_MIP,0.0782,0.0529,0.0273,0.0158,0.0115,0.0172,0.0156,0.0172,0.0235,0.043,0.1369,0.2659,0.2855,0.1643,0.0743,0.0329,0.0203,0.0016,0.0273,0.0257,0.65,Micro/Mini Hydro (<1 MW),268.2,43.95,346.34,141.28,205.05,19.85,16.09,19.85,26.97,34.74,33.62,34.74,34.74,33.62,34.74,33.62,23.79,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
4336,1,1571.5,1356.8,214.7,0.51,1.97,590.5,36.36,83.147778,28.2025,0,1,WECS_NEA_MIP,0.0782,0.0529,0.0273,0.0158,0.0115,0.0172,0.0156,0.0172,0.0235,0.043,0.1369,0.2659,0.2855,0.1643,0.0743,0.0329,0.0203,0.0016,0.0273,0.0257,0.65,Micro/Mini Hydro (<1 MW),193.2,31.66,249.49,101.77,147.71,14.3,11.59,14.3,19.43,25.02,24.22,25.02,25.02,24.22,25.02,24.22,17.14,Malika,0,1.0,Micro (5-100 kW),0,1,1
4348,1,1568.8,1464.6,104.1,0.5,0.83,519.3,20.05,83.326389,28.168056,0,1,WECS_NEA_MIP,0.0335,0.0225,0.0114,0.0065,0.0047,0.0074,0.0067,0.0074,0.0101,0.0184,0.0587,0.114,0.1224,0.0704,0.0319,0.0141,0.0087,0.0007,0.0114,0.0107,0.65,Micro/Mini Hydro (<1 MW),93.7,6.39,50.95,21.03,29.92,2.98,2.41,2.98,4.04,5.07,4.9,5.07,5.07,4.9,5.07,4.9,3.56,Musikot,0,1.0,Micro (5-100 kW),0,1,1
4349,1,1464.6,1370.2,94.4,0.83,1.52,561.2,16.82,83.321667,28.170556,0,1,WECS_NEA_MIP,0.0607,0.0409,0.021,0.0121,0.0088,0.0133,0.0121,0.0133,0.0182,0.0334,0.1062,0.2063,0.2214,0.1274,0.0576,0.0255,0.0158,0.0012,0.021,0.0198,0.65,Micro/Mini Hydro (<1 MW),85.0,10.73,84.71,34.72,49.99,4.88,3.97,4.88,6.63,8.47,8.2,8.47,8.47,8.2,8.47,8.2,5.89,Musikot,0,1.0,Micro (5-100 kW),0,1,1
4350,1,1370.2,1262.1,108.1,1.52,2.11,519.3,20.82,83.316944,28.171389,0,1,WECS_NEA_MIP,0.0837,0.0566,0.0292,0.017,0.0123,0.0184,0.0167,0.0184,0.0251,0.046,0.1464,0.2845,0.3054,0.1757,0.0795,0.0351,0.0218,0.0017,0.0292,0.0275,0.65,Micro/Mini Hydro (<1 MW),97.3,17.06,134.45,54.88,79.57,7.71,6.25,7.71,10.45,13.48,13.04,13.48,13.48,13.04,13.48,13.04,9.28,Musikot,0,1.0,Micro (5-100 kW),0,1,1
4351,2,1262.1,1097.6,164.5,2.11,2.67,477.5,34.45,83.312222,28.170278,0,1,WECS_NEA_MIP,0.1054,0.0715,0.0371,0.0216,0.0157,0.0232,0.0211,0.0232,0.0316,0.058,0.1844,0.3583,0.3846,0.2213,0.1001,0.0443,0.0274,0.0021,0.0371,0.035,0.65,Micro/Mini Hydro (<1 MW),148.1,33.05,259.49,105.61,153.88,14.82,12.06,14.82,20.06,26.07,25.23,26.07,26.07,25.23,26.07,25.23,17.78,Musikot,0,1.0,Micro (5-100 kW),0,1,1
