reach_id,strahler_ord,Z_u_m,Z_d_m,H_gross_m,A_u_km2,A_d_km2,length_m,slope_pct,mid_lon,mid_lat,is_ror,is_microhydro,hydro_method,Q_mean_m3s,Q40_m3s,Q65_m3s,Q80_m3s,Q90_m3s,Q_jan_m3s,Q_feb_m3s,Q_mar_m3s,Q_apr_m3s,Q_may_m3s,Q_jun_m3s,Q_jul_m3s,Q_aug_m3s,Q_sep_m3s,Q_oct_m3s,Q_nov_m3s,Q_dec_m3s,Q_env_m3s,Q_design_m3s,Q_net_m3s,eta,scale_type,H_net_m,P_inst_kW,annual_energy_MWh,dry_energy_MWh,wet_energy_MWh,E_jan_MWh,E_feb_MWh,E_mar_MWh,E_apr_MWh,E_may_MWh,E_jun_MWh,E_jul_MWh,E_aug_MWh,E_sep_MWh,E_oct_MWh,E_nov_MWh,E_dec_MWh,palika,is_border_river,apportion_factor,capacity_class,cultural_excluded,slope_viable,screened_viable
8139,2,1063.0,1039.0,24.0,6.99,7.25,628.7,3.82,83.126667,28.180833,0,1,WECS_NEA_MIP,0.2805,0.1921,0.1017,0.0605,0.0445,0.0617,0.0561,0.0617,0.0841,0.1543,0.4908,0.9536,1.0237,0.589,0.2664,0.1178,0.0729,0.0056,0.1017,0.0961,0.65,Micro/Mini Hydro (<1 MW),21.6,13.24,102.79,41.27,61.52,5.75,4.67,5.75,7.78,10.42,10.09,10.42,10.42,10.09,10.42,10.09,6.9,Malika,0,1.0,Micro (5-100 kW),0,1,1
8140,2,1039.0,1025.1,13.9,7.25,7.59,608.1,2.29,83.13,28.176111,0,1,WECS_NEA_MIP,0.2933,0.201,0.1065,0.0634,0.0466,0.0645,0.0587,0.0645,0.088,0.1613,0.5134,0.9974,1.0707,0.616,0.2787,0.1232,0.0763,0.0059,0.1065,0.1006,0.65,Micro/Mini Hydro (<1 MW),12.5,8.02,62.26,24.98,37.28,3.48,2.83,3.48,4.71,6.32,6.11,6.32,6.32,6.11,6.32,6.11,4.17,Malika,0,1.0,Micro (5-100 kW),0,1,1
8141,2,1025.1,1018.9,6.2,7.59,20.96,61.8,10.02,83.129444,28.173611,1,0,WECS_NEA_MIP,0.7938,0.5495,0.2972,0.1806,0.1341,0.1746,0.1588,0.1746,0.2381,0.4366,1.3891,2.6989,2.8973,1.667,0.7541,0.3334,0.2064,0.0159,0.5495,0.5336,0.82,Commercial RoR (>1 MW),5.6,24.04,143.85,42.66,101.19,5.32,4.33,5.32,7.21,14.1,17.82,18.42,18.42,17.82,18.42,10.3,6.38,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8160,2,1094.0,1035.5,58.4,6.77,7.61,422.6,13.83,83.504167,28.011111,0,1,WECS_NEA_MIP,0.2941,0.2015,0.1068,0.0636,0.0468,0.0647,0.0588,0.0647,0.0882,0.1618,0.5147,1.0,1.0735,0.6176,0.2794,0.1235,0.0765,0.0059,0.1068,0.1009,0.65,Micro/Mini Hydro (<1 MW),52.6,33.84,262.74,105.41,157.33,14.67,11.92,14.67,19.87,26.65,25.79,26.65,26.65,25.79,26.65,25.79,17.62,Satyawati,0,1.0,Micro (5-100 kW),0,1,1
8175,1,1093.3,1060.8,32.5,0.51,1.13,579.5,5.6,83.1525,28.175556,0,1,WECS_NEA_MIP,0.0454,0.0305,0.0156,0.0089,0.0064,0.01,0.0091,0.01,0.0136,0.025,0.0794,0.1543,0.1656,0.0953,0.0431,0.0191,0.0118,0.0009,0.0156,0.0147,0.65,Micro/Mini Hydro (<1 MW),29.2,2.74,21.68,8.92,12.76,1.26,1.03,1.26,1.7,2.16,2.09,2.16,2.16,2.09,2.16,2.09,1.51,Malika,0,1.0,Pico (<5 kW),0,1,0
8176,1,1060.8,1012.9,47.9,1.13,1.46,618.4,7.75,83.1525,28.170833,0,1,WECS_NEA_MIP,0.0583,0.0393,0.0202,0.0116,0.0084,0.0128,0.0117,0.0128,0.0175,0.0321,0.1021,0.1983,0.2129,0.1225,0.0554,0.0245,0.0152,0.0012,0.0202,0.019,0.65,Micro/Mini Hydro (<1 MW),43.1,5.22,41.28,16.9,24.38,2.37,1.94,2.37,3.23,4.13,4.0,4.13,4.13,4.0,4.13,4.0,2.86,Malika,0,1.0,Micro (5-100 kW),0,1,1
8177,1,1012.9,992.2,20.7,1.46,1.59,566.9,3.65,83.151944,28.166111,0,1,WECS_NEA_MIP,0.0634,0.0428,0.022,0.0127,0.0092,0.0139,0.0127,0.0139,0.019,0.0349,0.111,0.2156,0.2314,0.1331,0.0602,0.0266,0.0165,0.0013,0.022,0.0207,0.65,Micro/Mini Hydro (<1 MW),18.6,2.46,19.39,7.93,11.46,1.11,0.91,1.11,1.51,1.94,1.88,1.94,1.94,1.88,1.94,1.88,1.34,Malika,0,1.0,Pico (<5 kW),0,1,0
8178,1,992.2,983.4,8.8,1.59,14.87,315.9,2.79,83.150278,28.162778,1,0,WECS_NEA_MIP,0.567,0.3912,0.2101,0.1268,0.0939,0.1247,0.1134,0.1247,0.1701,0.3119,0.9923,1.9279,2.0697,1.1908,0.5387,0.2382,0.1474,0.0113,0.3912,0.3799,0.82,Commercial RoR (>1 MW),7.9,24.14,144.67,43.0,101.67,5.36,4.36,5.36,7.27,14.21,17.9,18.5,18.5,17.9,18.5,10.38,6.43,Malika,0,1.0,Micro (5-100 kW),0,1,1
8179,1,1093.2,1015.9,77.2,0.51,1.14,582.5,13.26,83.331389,28.003056,0,1,WECS_NEA_MIP,0.0458,0.0308,0.0157,0.009,0.0065,0.0101,0.0092,0.0101,0.0137,0.0252,0.0801,0.1556,0.167,0.0961,0.0435,0.0192,0.0119,0.0009,0.0157,0.0148,0.65,Micro/Mini Hydro (<1 MW),69.5,6.56,51.98,21.43,30.56,3.03,2.47,3.03,4.08,5.18,5.01,5.18,5.18,5.01,5.18,5.01,3.63,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8180,1,1015.9,953.5,62.5,1.14,3.5,387.3,16.13,83.328333,28.006111,0,1,WECS_NEA_MIP,0.1374,0.0934,0.0487,0.0286,0.0209,0.0302,0.0275,0.0302,0.0412,0.0756,0.2404,0.4671,0.5014,0.2885,0.1305,0.0577,0.0357,0.0028,0.0487,0.0459,0.65,Micro/Mini Hydro (<1 MW),56.2,16.45,128.87,52.22,76.65,7.31,5.95,7.31,9.91,12.98,12.57,12.98,12.98,12.57,12.98,12.57,8.77,Gulmidarbar,0,1.0,Micro (5-100 kW),0,1,1
8192,1,1092.4,1051.7,40.7,1.86,2.18,564.9,7.21,83.368056,28.0175,0,1,WECS_NEA_MIP,0.0864,0.0585,0.0302,0.0175,0.0127,0.019,0.0173,0.019,0.0259,0.0475,0.1512,0.2937,0.3153,0.1814,0.0821,0.0363,0.0225,0.0017,0.0302,0.0285,0.65,Micro/Mini Hydro (<1 MW),36.6,6.65,52.33,21.38,30.96,3.0,2.45,3.0,4.07,5.24,5.07,5.24,5.24,5.07,5.24,5.07,3.61,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8193,2,1051.7,1038.1,13.6,2.18,2.94,565.6,2.4,83.371111,28.018333,0,1,WECS_NEA_MIP,0.1158,0.0786,0.0409,0.0239,0.0174,0.0255,0.0232,0.0255,0.0347,0.0637,0.2027,0.3937,0.4227,0.2432,0.11,0.0486,0.0301,0.0023,0.0409,0.0386,0.65,Micro/Mini Hydro (<1 MW),12.2,3.0,23.54,9.57,13.97,1.34,1.09,1.34,1.81,2.37,2.29,2.37,2.37,2.29,2.37,2.29,1.61,Chatrakot,0,1.0,Pico (<5 kW),0,1,0
8194,2,1038.1,1016.8,21.3,2.94,4.08,260.7,8.17,83.374444,28.018056,0,1,WECS_NEA_MIP,0.1597,0.1087,0.0569,0.0335,0.0245,0.0351,0.0319,0.0351,0.0479,0.0878,0.2794,0.5428,0.5828,0.3353,0.1517,0.0671,0.0415,0.0032,0.0569,0.0537,0.65,Micro/Mini Hydro (<1 MW),19.2,6.57,51.38,20.78,30.6,2.91,2.36,2.91,3.94,5.18,5.02,5.18,5.18,5.02,5.18,5.02,3.49,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8207,1,1090.2,1002.1,88.2,0.71,39.59,577.2,15.27,83.151667,28.100556,1,0,WECS_NEA_MIP,1.4804,1.0314,0.5649,0.3476,0.2599,0.3257,0.2961,0.3257,0.4441,0.8142,2.5907,5.0333,5.4034,3.1088,1.4064,0.6218,0.3849,0.0296,1.0314,1.0018,0.82,Commercial RoR (>1 MW),79.4,639.86,3819.42,1128.1,2691.32,140.71,114.39,140.71,190.62,372.84,474.31,490.12,490.12,474.31,490.12,272.34,168.84,Dhurkot,0,1.0,Mini (100-1000 kW),0,1,1
8219,1,1087.7,1044.7,43.0,0.55,18.13,373.4,11.51,83.212778,28.213889,1,0,WECS_NEA_MIP,0.6886,0.476,0.2567,0.1555,0.1154,0.1515,0.1377,0.1515,0.2066,0.3787,1.2051,2.3413,2.5134,1.4461,0.6542,0.2892,0.179,0.0138,0.476,0.4622,0.82,Commercial RoR (>1 MW),38.7,143.89,861.56,255.7,605.86,31.89,25.92,31.89,43.21,84.52,106.69,110.25,110.25,106.69,110.25,61.73,38.26,Isma,0,1.0,Mini (100-1000 kW),0,1,1
8233,1,1086.4,850.8,235.6,0.52,120.78,412.3,57.14,83.391667,28.091667,1,0,WECS_NEA_MIP,4.4167,3.1116,1.7427,1.0967,0.829,0.9717,0.8833,0.9717,1.325,2.4292,7.7292,15.0168,16.121,9.2751,4.1959,1.855,1.1483,0.0883,3.1116,3.0233,0.82,Commercial RoR (>1 MW),212.0,5155.85,30640.82,8986.33,21654.49,1120.85,911.08,1120.85,1518.5,2970.12,3820.63,3947.98,3947.98,3820.63,3947.98,2169.27,1344.92,Chandrakot,0,1.0,Small/Medium RoR (>1 MW),0,1,1
8237,1,1086.1,1031.9,54.2,1.26,1.75,606.8,8.92,83.346389,27.989167,0,1,WECS_NEA_MIP,0.0696,0.047,0.0242,0.014,0.0101,0.0153,0.0139,0.0153,0.0209,0.0383,0.1219,0.2368,0.2542,0.1463,0.0662,0.0293,0.0181,0.0014,0.0242,0.0228,0.65,Micro/Mini Hydro (<1 MW),48.8,7.09,55.96,22.89,33.07,3.22,2.61,3.22,4.37,5.6,5.42,5.6,5.6,5.42,5.6,5.42,3.87,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8238,1,1031.9,967.6,64.3,1.75,2.18,547.3,11.75,83.341944,27.987222,0,1,WECS_NEA_MIP,0.0864,0.0585,0.0302,0.0175,0.0127,0.019,0.0173,0.019,0.0259,0.0475,0.1512,0.2937,0.3153,0.1814,0.0821,0.0363,0.0225,0.0017,0.0302,0.0285,0.65,Micro/Mini Hydro (<1 MW),57.9,10.52,82.79,33.82,48.97,4.75,3.87,4.75,6.43,8.3,8.03,8.3,8.3,8.03,8.3,8.03,5.71,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8239,2,967.6,949.5,18.1,2.18,3.75,218.1,8.31,83.338611,27.9875,0,1,WECS_NEA_MIP,0.147,0.1,0.0523,0.0307,0.0224,0.0323,0.0294,0.0323,0.0441,0.0808,0.2572,0.4998,0.5365,0.3087,0.1396,0.0617,0.0382,0.0029,0.0523,0.0494,0.65,Micro/Mini Hydro (<1 MW),16.3,5.13,40.13,16.26,23.87,2.27,1.85,2.27,3.08,4.04,3.91,4.04,4.04,3.91,4.04,3.91,2.73,Chatrakot,0,1.0,Micro (5-100 kW),0,1,1
8241,1,1085.9,976.0,109.9,0.55,0.81,579.5,18.97,83.335,28.028333,0,1,WECS_NEA_MIP,0.0327,0.0219,0.0111,0.0063,0.0046,0.0072,0.0065,0.0072,0.0098,0.018,0.0573,0.1113,0.1195,0.0688,0.0311,0.0138,0.0085,0.0006,0.0111,0.0105,0.65,Micro/Mini Hydro (<1 MW),98.9,6.62,52.53,21.79,30.74,3.1,2.5,3.1,4.18,5.21,5.04,5.21,5.21,5.04,5.21,5.04,3.71,Gulmidarbar,0,1.0,Micro (5-100 kW),0,1,1
8242,1,976.0,894.2,81.8,0.81,1.36,573.5,14.26,83.338333,28.03,0,1,WECS_NEA_MIP,0.0544,0.0366,0.0188,0.0108,0.0078,0.012,0.0109,0.012,0.0163,0.0299,0.0952,0.185,0.1986,0.1142,0.0517,0.0228,0.0141,0.0011,0.0188,0.0177,0.65,Micro/Mini Hydro (<1 MW),73.6,8.31,65.69,26.94,38.75,3.81,3.09,3.81,5.14,6.56,6.35,6.56,6.56,6.35,6.56,6.35,4.54,Gulmidarbar,0,1.0,Micro (5-100 kW),0,1,1
8243,1,894.2,857.1,37.1,1.36,2.89,505.0,7.35,83.338611,28.034167,0,1,WECS_NEA_MIP,0.1139,0.0773,0.0402,0.0235,0.0171,0.0251,0.0228,0.0251,0.0342,0.0626,0.1993,0.3872,0.4156,0.2391,0.1082,0.0478,0.0296,0.0023,0.0402,0.0379,0.65,Micro/Mini Hydro (<1 MW),33.4,8.07,63.35,25.75,37.6,3.61,2.93,3.61,4.89,6.37,6.16,6.37,6.37,6.16,6.37,6.16,4.33,Gulmidarbar,0,1.0,Micro (5-100 kW),0,1,1
8246,3,1085.2,1085.2,0.0,19.61,28.41,360.7,0.0,83.123333,28.115,1,0,WECS_NEA_MIP,1.0694,0.7426,0.404,0.247,0.184,0.2353,0.2139,0.2353,0.3208,0.5882,1.8715,3.636,3.9034,2.2458,1.0159,0.4492,0.278,0.0214,0.7426,0.7212,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Madane,0,1.0,Pico (<5 kW),0,0,0
8247,3,1085.2,1066.1,19.1,28.41,29.0,537.0,3.56,83.124167,28.112222,1,0,WECS_NEA_MIP,1.0912,0.7579,0.4125,0.2523,0.188,0.2401,0.2182,0.2401,0.3274,0.6001,1.9096,3.71,3.9828,2.2915,1.0366,0.4583,0.2837,0.0218,0.7579,0.7361,0.82,Commercial RoR (>1 MW),17.2,101.85,608.68,180.14,428.54,22.47,18.26,22.47,30.44,59.53,75.5,78.02,78.02,75.5,78.02,43.48,26.96,Dhurkot,0,1.0,Mini (100-1000 kW),0,1,1
8248,3,1066.1,1059.6,6.6,29.0,31.25,573.5,1.14,83.125556,28.110278,1,0,WECS_NEA_MIP,1.1741,0.816,0.4448,0.2725,0.2032,0.2583,0.2348,0.2583,0.3522,0.6457,2.0546,3.9919,4.2854,2.4656,1.1154,0.4931,0.3053,0.0235,0.816,0.7925,0.82,Commercial RoR (>1 MW),5.9,37.61,224.73,66.47,158.26,8.29,6.74,8.29,11.23,21.97,27.88,28.81,28.81,27.88,28.81,16.05,9.95,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8265,1,1083.7,1044.5,39.3,0.61,1.47,578.8,6.78,83.339722,28.118611,0,1,WECS_NEA_MIP,0.0587,0.0396,0.0203,0.0117,0.0085,0.0129,0.0117,0.0129,0.0176,0.0323,0.1027,0.1996,0.2143,0.1233,0.0558,0.0247,0.0153,0.0012,0.0203,0.0191,0.65,Micro/Mini Hydro (<1 MW),35.4,4.31,34.09,13.97,20.13,1.96,1.59,1.96,2.67,3.41,3.3,3.41,3.41,3.3,3.41,3.3,2.37,Musikot,0,1.0,Pico (<5 kW),0,1,0
8266,1,1044.5,763.5,280.9,1.47,1.8,628.0,44.73,83.336111,28.114444,0,1,WECS_NEA_MIP,0.0716,0.0484,0.0249,0.0144,0.0104,0.0158,0.0143,0.0158,0.0215,0.0394,0.1253,0.2434,0.2613,0.1504,0.068,0.0301,0.0186,0.0014,0.0249,0.0235,0.65,Micro/Mini Hydro (<1 MW),252.8,37.88,298.62,122.33,176.29,17.27,13.97,17.27,23.33,29.86,28.9,29.86,29.86,28.9,29.86,28.9,20.63,Musikot,0,1.0,Micro (5-100 kW),0,1,1
8267,1,763.5,659.8,103.7,1.8,1259.59,536.0,19.35,83.3325,28.110833,1,0,GAUGE_TRANSFER_DHM,43.655,26.7666,13.3833,8.6035,6.0543,9.6041,8.731,9.6041,13.0965,24.0102,76.3962,148.4269,159.3406,91.6754,41.4722,18.3351,11.3503,0.8731,26.7666,25.8935,0.82,Commercial RoR (>1 MW),93.3,9716.84,61145.82,19544.44,41601.39,4875.3,3963.15,4875.3,6605.25,12919.52,14464.06,14946.2,14946.2,14464.06,14946.2,9436.07,5850.36,Gulmidarbar,1,0.5,Small/Medium RoR (>1 MW),0,1,1
8282,1,1082.6,1061.5,21.1,0.62,1.57,246.0,8.58,83.440833,27.968611,0,1,WECS_NEA_MIP,0.0626,0.0422,0.0217,0.0125,0.0091,0.0138,0.0125,0.0138,0.0188,0.0344,0.1096,0.2129,0.2286,0.1315,0.0595,0.0263,0.0163,0.0013,0.0217,0.0204,0.65,Micro/Mini Hydro (<1 MW),19.0,2.47,19.55,8.0,11.55,1.13,0.91,1.13,1.53,1.96,1.89,1.96,1.96,1.89,1.96,1.89,1.35,Ruru,0,1.0,Pico (<5 kW),0,1,0
8293,1,1081.5,1077.6,3.9,0.52,1.48,27.3,14.32,83.222778,28.086944,0,1,WECS_NEA_MIP,0.0591,0.0398,0.0204,0.0118,0.0085,0.013,0.0118,0.013,0.0177,0.0325,0.1034,0.2009,0.2157,0.1241,0.0561,0.0248,0.0154,0.0012,0.0204,0.0192,0.65,Micro/Mini Hydro (<1 MW),3.5,0.43,3.39,1.39,2.0,0.2,0.16,0.2,0.27,0.34,0.33,0.34,0.34,0.33,0.34,0.33,0.24,Resunga,0,1.0,Pico (<5 kW),0,1,0
8310,1,1079.0,1061.5,17.6,0.63,1.57,494.7,3.55,83.438056,27.97,0,1,WECS_NEA_MIP,0.0626,0.0422,0.0217,0.0125,0.0091,0.0138,0.0125,0.0138,0.0188,0.0344,0.1096,0.2129,0.2286,0.1315,0.0595,0.0263,0.0163,0.0013,0.0217,0.0204,0.65,Micro/Mini Hydro (<1 MW),15.8,2.06,16.25,6.65,9.6,0.94,0.76,0.94,1.27,1.63,1.57,1.63,1.63,1.57,1.63,1.57,1.12,Ruru,0,1.0,Pico (<5 kW),0,1,0
8323,1,1077.6,1071.2,6.4,1.48,1.54,161.3,3.94,83.223056,28.087778,0,1,WECS_NEA_MIP,0.0614,0.0414,0.0213,0.0123,0.0089,0.0135,0.0123,0.0135,0.0184,0.0338,0.1075,0.2089,0.2243,0.129,0.0584,0.0258,0.016,0.0012,0.0213,0.0201,0.65,Micro/Mini Hydro (<1 MW),5.8,0.74,5.86,2.4,3.46,0.34,0.28,0.34,0.46,0.59,0.57,0.59,0.59,0.57,0.59,0.57,0.41,Resunga,0,1.0,Pico (<5 kW),0,1,0
8336,1,1076.1,1012.8,63.4,0.53,3.51,329.8,19.21,83.143611,28.138056,0,1,WECS_NEA_MIP,0.1378,0.0937,0.0489,0.0287,0.0209,0.0303,0.0276,0.0303,0.0413,0.0758,0.2411,0.4684,0.5028,0.2893,0.1309,0.0579,0.0358,0.0028,0.0489,0.0461,0.65,Micro/Mini Hydro (<1 MW),57.1,16.78,131.44,53.25,78.2,7.45,6.07,7.45,10.09,13.25,12.82,13.25,13.25,12.82,13.25,12.82,8.94,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8346,2,1075.6,1047.6,28.0,2.56,4.17,383.0,7.3,83.221389,28.1925,0,1,WECS_NEA_MIP,0.1631,0.1111,0.0582,0.0342,0.025,0.0359,0.0326,0.0359,0.0489,0.0897,0.2854,0.5546,0.5953,0.3425,0.155,0.0685,0.0424,0.0033,0.0582,0.0549,0.65,Micro/Mini Hydro (<1 MW),25.2,8.82,68.94,27.87,41.07,3.9,3.16,3.9,5.28,6.96,6.73,6.96,6.96,6.73,6.96,6.73,4.67,Isma,0,1.0,Micro (5-100 kW),0,1,1
8347,1,1075.5,1067.0,8.5,0.5,12.89,397.6,2.14,83.415278,28.1175,1,0,WECS_NEA_MIP,0.4929,0.3396,0.1819,0.1094,0.0809,0.1084,0.0986,0.1084,0.1479,0.2711,0.8626,1.676,1.7992,1.0352,0.4683,0.207,0.1282,0.0099,0.3396,0.3297,0.82,Commercial RoR (>1 MW),7.7,20.42,122.44,36.41,86.03,4.54,3.69,4.54,6.15,12.04,15.15,15.65,15.65,15.15,15.65,8.79,5.45,Chandrakot,0,1.0,Micro (5-100 kW),0,1,1
8358,1,1074.6,1012.8,61.8,0.51,3.95,273.3,22.6,83.202778,28.089722,0,1,WECS_NEA_MIP,0.1547,0.1053,0.0551,0.0324,0.0236,0.034,0.0309,0.034,0.0464,0.0851,0.2707,0.5259,0.5645,0.3248,0.1469,0.065,0.0402,0.0031,0.0551,0.052,0.65,Micro/Mini Hydro (<1 MW),55.6,18.44,144.09,58.3,85.8,8.15,6.62,8.15,11.05,14.53,14.07,14.53,14.53,14.07,14.53,14.07,9.79,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8359,3,1074.6,1049.1,25.5,15.9,16.3,533.3,4.77,83.208056,28.215556,1,0,WECS_NEA_MIP,0.6204,0.4284,0.2305,0.1394,0.1033,0.1365,0.1241,0.1365,0.1861,0.3412,1.0857,2.1094,2.2645,1.3029,0.5894,0.2606,0.1613,0.0124,0.4284,0.416,0.82,Commercial RoR (>1 MW),22.9,76.63,459.05,136.35,322.7,17.01,13.83,17.01,23.04,45.06,56.82,58.71,58.71,56.82,58.71,32.92,20.41,Musikot,0,1.0,Micro (5-100 kW),0,1,1
8360,3,1049.1,1044.7,4.4,16.3,17.04,219.4,2.0,83.211111,28.216389,1,0,WECS_NEA_MIP,0.648,0.4477,0.2411,0.1459,0.1081,0.1426,0.1296,0.1426,0.1944,0.3564,1.134,2.2032,2.3652,1.3608,0.6156,0.2722,0.1685,0.013,0.4477,0.4347,0.82,Commercial RoR (>1 MW),4.0,13.99,83.77,24.87,58.9,3.1,2.52,3.1,4.2,8.22,10.37,10.72,10.72,10.37,10.72,6.0,3.72,Musikot,0,1.0,Micro (5-100 kW),0,1,1
8369,1,1074.0,1040.5,33.5,1.81,4.19,422.6,7.93,83.202778,28.171667,0,1,WECS_NEA_MIP,0.1639,0.1116,0.0585,0.0344,0.0251,0.0361,0.0328,0.0361,0.0492,0.0901,0.2868,0.5572,0.5981,0.3441,0.1557,0.0688,0.0426,0.0033,0.0585,0.0552,0.65,Micro/Mini Hydro (<1 MW),30.2,10.63,83.07,33.59,49.48,4.7,3.82,4.7,6.36,8.38,8.11,8.38,8.38,8.11,8.38,8.11,5.63,Isma,0,1.0,Micro (5-100 kW),0,1,1
8374,1,1073.5,1033.9,39.6,0.6,13.04,485.4,8.15,83.1225,28.174722,1,0,WECS_NEA_MIP,0.4986,0.3435,0.184,0.1108,0.0819,0.1097,0.0997,0.1097,0.1496,0.2742,0.8725,1.6951,1.8197,1.047,0.4736,0.2094,0.1296,0.01,0.3435,0.3335,0.82,Commercial RoR (>1 MW),35.6,95.51,572.63,170.3,402.33,21.24,17.26,21.24,28.78,56.29,70.83,73.19,73.19,70.83,73.19,41.11,25.48,Madane,0,1.0,Micro (5-100 kW),0,1,1
8399,1,1070.7,993.9,76.8,0.5,0.79,597.1,12.86,83.134167,28.16,0,1,WECS_NEA_MIP,0.0319,0.0214,0.0108,0.0062,0.0044,0.007,0.0064,0.007,0.0096,0.0176,0.0559,0.1086,0.1166,0.0671,0.0303,0.0134,0.0083,0.0006,0.0108,0.0102,0.65,Micro/Mini Hydro (<1 MW),69.1,4.49,35.73,14.83,20.9,2.1,1.72,2.1,2.86,3.54,3.43,3.54,3.54,3.43,3.54,3.43,2.52,Dhurkot,0,1.0,Pico (<5 kW),0,1,0
8400,3,993.9,993.9,0.0,0.79,25.67,41.2,0.0,83.136111,28.161667,1,0,WECS_NEA_MIP,0.9682,0.6716,0.3647,0.2225,0.1656,0.213,0.1936,0.213,0.2905,0.5325,1.6944,3.292,3.5341,2.0333,0.9198,0.4067,0.2517,0.0194,0.6716,0.6522,0.82,Commercial RoR (>1 MW),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dhurkot,0,1.0,Pico (<5 kW),0,0,0
8401,2,1070.6,1038.1,32.5,2.25,2.68,575.2,5.65,83.138333,28.140833,0,1,WECS_NEA_MIP,0.1058,0.0717,0.0372,0.0217,0.0158,0.0233,0.0212,0.0233,0.0317,0.0582,0.1851,0.3596,0.386,0.2221,0.1005,0.0444,0.0275,0.0021,0.0372,0.0351,0.65,Micro/Mini Hydro (<1 MW),29.2,6.54,51.32,20.9,30.42,2.94,2.39,2.94,3.97,5.15,4.99,5.15,5.15,4.99,5.15,4.99,3.52,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8402,2,1038.1,1012.8,25.4,2.68,3.51,510.4,4.97,83.142778,28.141111,0,1,WECS_NEA_MIP,0.1378,0.0937,0.0489,0.0287,0.0209,0.0303,0.0276,0.0303,0.0413,0.0758,0.2411,0.4684,0.5028,0.2893,0.1309,0.0579,0.0358,0.0028,0.0489,0.0461,0.65,Micro/Mini Hydro (<1 MW),22.9,6.73,52.72,21.35,31.36,2.99,2.43,2.99,4.05,5.31,5.14,5.31,5.31,5.14,5.31,5.14,3.59,Dhurkot,0,1.0,Micro (5-100 kW),0,1,1
8412,1,1070.1,1012.9,57.2,0.53,0.99,589.1,9.71,83.209444,28.150833,0,1,WECS_NEA_MIP,0.0399,0.0268,0.0136,0.0078,0.0056,0.0088,0.008,0.0088,0.012,0.0219,0.0697,0.1355,0.1455,0.0837,0.0379,0.0167,0.0104,0.0008,0.0136,0.0128,0.65,Micro/Mini Hydro (<1 MW),51.5,4.2,33.43,13.81,19.62,1.95,1.59,1.95,2.65,3.32,3.22,3.32,3.32,3.22,3.32,3.22,2.35,Isma,0,1.0,Pico (<5 kW),0,1,0
8413,1,1012.9,981.1,31.8,0.99,1.27,505.4,6.29,83.204722,28.150278,0,1,WECS_NEA_MIP,0.0509,0.0342,0.0175,0.0101,0.0073,0.0112,0.0102,0.0112,0.0153,0.028,0.089,0.173,0.1857,0.1068,0.0483,0.0214,0.0132,0.001,0.0175,0.0165,0.65,Micro/Mini Hydro (<1 MW),28.6,3.01,23.82,9.8,14.02,1.38,1.13,1.38,1.88,2.37,2.3,2.37,2.37,2.3,2.37,2.3,1.66,Isma,0,1.0,Pico (<5 kW),0,1,0
8414,1,981.1,952.7,28.4,1.27,1.57,617.1,4.61,83.2,28.148611,0,1,WECS_NEA_MIP,0.0626,0.0422,0.0217,0.0125,0.0091,0.0138,0.0125,0.0138,0.0188,0.0344,0.1096,0.2129,0.2286,0.1315,0.0595,0.0263,0.0163,0.0013,0.0217,0.0204,0.65,Micro/Mini Hydro (<1 MW),25.6,3.33,26.34,10.78,15.56,1.52,1.23,1.52,2.06,2.64,2.55,2.64,2.64,2.55,2.64,2.55,1.82,Isma,0,1.0,Pico (<5 kW),0,1,0
8415,1,952.7,938.2,14.5,1.57,12.68,410.3,3.53,83.195833,28.145833,1,0,WECS_NEA_MIP,0.4851,0.3341,0.1789,0.1076,0.0795,0.1067,0.097,0.1067,0.1455,0.2668,0.8489,1.6492,1.7705,1.0186,0.4608,0.2037,0.1261,0.0097,0.3341,0.3244,0.82,Commercial RoR (>1 MW),13.1,34.18,204.98,60.98,144.0,7.6,6.18,7.6,10.3,20.16,25.35,26.19,26.19,25.35,26.19,14.72,9.13,Isma,0,1.0,Micro (5-100 kW),0,1,1
