District,Year,Annual_Average_Solar_Irradiance_kWh_m2_day
Bhojpur,1984,4.4594
Bhojpur,1985,4.3999
Bhojpur,1986,4.7513
Bhojpur,1987,4.4086
Bhojpur,1988,4.4844
Bhojpur,1989,4.6162
Bhojpur,1990,4.5662
Bhojpur,1991,4.5406
Bhojpur,1992,4.6704
Bhojpur,1993,4.4645
Bhojpur,1994,4.4849
Bhojpur,1995,4.589
Bhojpur,1996,4.6001
Bhojpur,1997,4.3718
Bhojpur,1998,4.5163
Bhojpur,1999,4.5934
Bhojpur,2000,4.2636
Bhojpur,2001,4.4174
Bhojpur,2002,4.2941
Bhojpur,2003,4.2072
Bhojpur,2004,4.1011
Bhojpur,2005,4.3322
Bhojpur,2006,4.3181
Bhojpur,2007,4.2521
Bhojpur,2008,4.2595
Bhojpur,2009,4.4746
Bhojpur,2010,4.4371
Bhojpur,2011,4.2665
Bhojpur,2012,4.5247
Bhojpur,2013,4.379
Bhojpur,2014,4.4083
Bhojpur,2015,4.237
Bhojpur,2016,4.2638
Bhojpur,2017,4.255
Bhojpur,2018,4.1148
Bhojpur,2019,4.1105
Bhojpur,2020,4.0073
Bhojpur,2021,4.0034
Bhojpur,2022,3.9331
Bhojpur,2023,4.0097
Bhojpur,2024,3.9708
Dhankuta,1984,4.6661
Dhankuta,1985,4.9068
Dhankuta,1986,5.028
Dhankuta,1987,4.7052
Dhankuta,1988,4.7335
Dhankuta,1989,4.8665
Dhankuta,1990,4.7758
Dhankuta,1991,4.7136
Dhankuta,1992,4.9068
Dhankuta,1993,4.7316
Dhankuta,1994,4.9613
Dhankuta,1995,4.8833
Dhankuta,1996,4.8379
Dhankuta,1997,4.759
Dhankuta,1998,4.577
Dhankuta,1999,4.673
Dhankuta,2000,4.6644
Dhankuta,2001,4.6992
Dhankuta,2002,4.5521
Dhankuta,2003,4.5218
Dhankuta,2004,4.4254
Dhankuta,2005,4.6099
Dhankuta,2006,4.6118
Dhankuta,2007,4.5031
Dhankuta,2008,4.5307
Dhankuta,2009,4.5938
Dhankuta,2010,4.559
Dhankuta,2011,4.4801
Dhankuta,2012,4.6867
Dhankuta,2013,4.5922
Dhankuta,2014,4.5641
Dhankuta,2015,4.4609
Dhankuta,2016,4.4486
Dhankuta,2017,4.421
Dhankuta,2018,4.3692
Dhankuta,2019,4.4143
Dhankuta,2020,4.1129
Dhankuta,2021,4.1801
Dhankuta,2022,4.2931
Dhankuta,2023,4.4102
Dhankuta,2024,4.2746
Ilam,1984,4.6661
Ilam,1985,4.9068
Ilam,1986,5.028
Ilam,1987,4.7052
Ilam,1988,4.7335
Ilam,1989,4.8665
Ilam,1990,4.7758
Ilam,1991,4.7136
Ilam,1992,4.9068
Ilam,1993,4.7316
Ilam,1994,4.9613
Ilam,1995,4.8833
Ilam,1996,4.8379
Ilam,1997,4.759
Ilam,1998,4.577
Ilam,1999,4.673
Ilam,2000,4.6644
Ilam,2001,4.6992
Ilam,2002,4.5521
Ilam,2003,4.5218
Ilam,2004,4.4254
Ilam,2005,4.6099
Ilam,2006,4.6118
Ilam,2007,4.5031
Ilam,2008,4.5307
Ilam,2009,4.5938
Ilam,2010,4.559
Ilam,2011,4.4801
Ilam,2012,4.6867
Ilam,2013,4.5922
Ilam,2014,4.5641
Ilam,2015,4.4609
Ilam,2016,4.4486
Ilam,2017,4.421
Ilam,2018,4.3692
Ilam,2019,4.4143
Ilam,2020,4.1129
Ilam,2021,4.1801
Ilam,2022,4.2931
Ilam,2023,4.4102
Ilam,2024,4.2746
Jhapa,1984,4.6661
Jhapa,1985,4.9068
Jhapa,1986,5.028
Jhapa,1987,4.7052
Jhapa,1988,4.7335
Jhapa,1989,4.8665
Jhapa,1990,4.7758
Jhapa,1991,4.7136
Jhapa,1992,4.9068
Jhapa,1993,4.7316
Jhapa,1994,4.9613
Jhapa,1995,4.8833
Jhapa,1996,4.8379
Jhapa,1997,4.759
Jhapa,1998,4.577
Jhapa,1999,4.673
Jhapa,2000,4.6644
Jhapa,2001,4.6992
Jhapa,2002,4.5521
Jhapa,2003,4.5218
Jhapa,2004,4.4254
Jhapa,2005,4.6099
Jhapa,2006,4.6118
Jhapa,2007,4.5031
Jhapa,2008,4.5307
Jhapa,2009,4.5938
Jhapa,2010,4.559
Jhapa,2011,4.4801
Jhapa,2012,4.6867
Jhapa,2013,4.5922
Jhapa,2014,4.5641
Jhapa,2015,4.4609
Jhapa,2016,4.4486
Jhapa,2017,4.421
Jhapa,2018,4.3692
Jhapa,2019,4.4143
Jhapa,2020,4.1129
Jhapa,2021,4.1801
Jhapa,2022,4.2931
Jhapa,2023,4.4102
Jhapa,2024,4.2746
Khotang,1984,4.7962
Khotang,1985,4.7261
Khotang,1986,4.9294
Khotang,1987,4.7609
Khotang,1988,4.8014
Khotang,1989,4.9649
Khotang,1990,4.836
Khotang,1991,4.993
Khotang,1992,5.0743
Khotang,1993,4.8852
Khotang,1994,5.0182
Khotang,1995,4.9591
Khotang,1996,5.0138
Khotang,1997,4.8686
Khotang,1998,4.7462
Khotang,1999,4.6166
Khotang,2000,4.6361
Khotang,2001,4.6603
Khotang,2002,4.4518
Khotang,2003,4.4491
Khotang,2004,4.3824
Khotang,2005,4.583
Khotang,2006,4.5377
Khotang,2007,4.4412
Khotang,2008,4.5451
Khotang,2009,4.7923
Khotang,2010,4.7534
Khotang,2011,4.5094
Khotang,2012,4.8547
Khotang,2013,4.6054
Khotang,2014,4.7023
Khotang,2015,4.4738
Khotang,2016,4.5
Khotang,2017,4.4959
Khotang,2018,4.3843
Khotang,2019,4.3855
Khotang,2020,4.2144
Khotang,2021,4.2511
Khotang,2022,4.2103
Khotang,2023,4.2982
Khotang,2024,4.2494
Morang,1984,4.6661
Morang,1985,4.9068
Morang,1986,5.028
Morang,1987,4.7052
Morang,1988,4.7335
Morang,1989,4.8665
Morang,1990,4.7758
Morang,1991,4.7136
Morang,1992,4.9068
Morang,1993,4.7316
Morang,1994,4.9613
Morang,1995,4.8833
Morang,1996,4.8379
Morang,1997,4.759
Morang,1998,4.577
Morang,1999,4.673
Morang,2000,4.6644
Morang,2001,4.6992
Morang,2002,4.5521
Morang,2003,4.5218
Morang,2004,4.4254
Morang,2005,4.6099
Morang,2006,4.6118
Morang,2007,4.5031
Morang,2008,4.5307
Morang,2009,4.5938
Morang,2010,4.559
Morang,2011,4.4801
Morang,2012,4.6867
Morang,2013,4.5922
Morang,2014,4.5641
Morang,2015,4.4609
Morang,2016,4.4486
Morang,2017,4.421
Morang,2018,4.3692
Morang,2019,4.4143
Morang,2020,4.1129
Morang,2021,4.1801
Morang,2022,4.2931
Morang,2023,4.4102
Morang,2024,4.2746
Okhaldhunga,1984,4.7962
Okhaldhunga,1985,4.7261
Okhaldhunga,1986,4.9294
Okhaldhunga,1987,4.7609
Okhaldhunga,1988,4.8014
Okhaldhunga,1989,4.9649
Okhaldhunga,1990,4.836
Okhaldhunga,1991,4.993
Okhaldhunga,1992,5.0743
Okhaldhunga,1993,4.8852
Okhaldhunga,1994,5.0182
Okhaldhunga,1995,4.9591
Okhaldhunga,1996,5.0138
Okhaldhunga,1997,4.8686
Okhaldhunga,1998,4.7462
Okhaldhunga,1999,4.6166
Okhaldhunga,2000,4.6361
Okhaldhunga,2001,4.6603
Okhaldhunga,2002,4.4518
Okhaldhunga,2003,4.4491
Okhaldhunga,2004,4.3824
Okhaldhunga,2005,4.583
Okhaldhunga,2006,4.5377
Okhaldhunga,2007,4.4412
Okhaldhunga,2008,4.5451
Okhaldhunga,2009,4.7923
Okhaldhunga,2010,4.7534
Okhaldhunga,2011,4.5094
Okhaldhunga,2012,4.8547
Okhaldhunga,2013,4.6054
Okhaldhunga,2014,4.7023
Okhaldhunga,2015,4.4738
Okhaldhunga,2016,4.5
Okhaldhunga,2017,4.4959
Okhaldhunga,2018,4.3843
Okhaldhunga,2019,4.3855
Okhaldhunga,2020,4.2144
Okhaldhunga,2021,4.2511
Okhaldhunga,2022,4.2103
Okhaldhunga,2023,4.2982
Okhaldhunga,2024,4.2494
Panchthar,1984,4.4594
Panchthar,1985,4.3999
Panchthar,1986,4.7513
Panchthar,1987,4.4086
Panchthar,1988,4.4844
Panchthar,1989,4.6162
Panchthar,1990,4.5662
Panchthar,1991,4.5406
Panchthar,1992,4.6704
Panchthar,1993,4.4645
Panchthar,1994,4.4849
Panchthar,1995,4.589
Panchthar,1996,4.6001
Panchthar,1997,4.3718
Panchthar,1998,4.5163
Panchthar,1999,4.5934
Panchthar,2000,4.2636
Panchthar,2001,4.4174
Panchthar,2002,4.2941
Panchthar,2003,4.2072
Panchthar,2004,4.1011
Panchthar,2005,4.3322
Panchthar,2006,4.3181
Panchthar,2007,4.2521
Panchthar,2008,4.2595
Panchthar,2009,4.4746
Panchthar,2010,4.4371
Panchthar,2011,4.2665
Panchthar,2012,4.5247
Panchthar,2013,4.379
Panchthar,2014,4.4083
Panchthar,2015,4.237
Panchthar,2016,4.2638
Panchthar,2017,4.255
Panchthar,2018,4.1148
Panchthar,2019,4.1105
Panchthar,2020,4.0073
Panchthar,2021,4.0034
Panchthar,2022,3.9331
Panchthar,2023,4.0097
Panchthar,2024,3.9708
Sankhuwasabha,1984,4.4594
Sankhuwasabha,1985,4.3999
Sankhuwasabha,1986,4.7513
Sankhuwasabha,1987,4.4086
Sankhuwasabha,1988,4.4844
Sankhuwasabha,1989,4.6162
Sankhuwasabha,1990,4.5662
Sankhuwasabha,1991,4.5406
Sankhuwasabha,1992,4.6704
Sankhuwasabha,1993,4.4645
Sankhuwasabha,1994,4.4849
Sankhuwasabha,1995,4.589
Sankhuwasabha,1996,4.6001
Sankhuwasabha,1997,4.3718
Sankhuwasabha,1998,4.5163
Sankhuwasabha,1999,4.5934
Sankhuwasabha,2000,4.2636
Sankhuwasabha,2001,4.4174
Sankhuwasabha,2002,4.2941
Sankhuwasabha,2003,4.2072
Sankhuwasabha,2004,4.1011
Sankhuwasabha,2005,4.3322
Sankhuwasabha,2006,4.3181
Sankhuwasabha,2007,4.2521
Sankhuwasabha,2008,4.2595
Sankhuwasabha,2009,4.4746
Sankhuwasabha,2010,4.4371
Sankhuwasabha,2011,4.2665
Sankhuwasabha,2012,4.5247
Sankhuwasabha,2013,4.379
Sankhuwasabha,2014,4.4083
Sankhuwasabha,2015,4.237
Sankhuwasabha,2016,4.2638
Sankhuwasabha,2017,4.255
Sankhuwasabha,2018,4.1148
Sankhuwasabha,2019,4.1105
Sankhuwasabha,2020,4.0073
Sankhuwasabha,2021,4.0034
Sankhuwasabha,2022,3.9331
Sankhuwasabha,2023,4.0097
Sankhuwasabha,2024,3.9708
Solukhumbu,1984,4.7962
Solukhumbu,1985,4.7261
Solukhumbu,1986,4.9294
Solukhumbu,1987,4.7609
Solukhumbu,1988,4.8014
Solukhumbu,1989,4.9649
Solukhumbu,1990,4.836
Solukhumbu,1991,4.993
Solukhumbu,1992,5.0743
Solukhumbu,1993,4.8852
Solukhumbu,1994,5.0182
Solukhumbu,1995,4.9591
Solukhumbu,1996,5.0138
Solukhumbu,1997,4.8686
Solukhumbu,1998,4.7462
Solukhumbu,1999,4.6166
Solukhumbu,2000,4.6361
Solukhumbu,2001,4.6603
Solukhumbu,2002,4.4518
Solukhumbu,2003,4.4491
Solukhumbu,2004,4.3824
Solukhumbu,2005,4.583
Solukhumbu,2006,4.5377
Solukhumbu,2007,4.4412
Solukhumbu,2008,4.5451
Solukhumbu,2009,4.7923
Solukhumbu,2010,4.7534
Solukhumbu,2011,4.5094
Solukhumbu,2012,4.8547
Solukhumbu,2013,4.6054
Solukhumbu,2014,4.7023
Solukhumbu,2015,4.4738
Solukhumbu,2016,4.5
Solukhumbu,2017,4.4959
Solukhumbu,2018,4.3843
Solukhumbu,2019,4.3855
Solukhumbu,2020,4.2144
Solukhumbu,2021,4.2511
Solukhumbu,2022,4.2103
Solukhumbu,2023,4.2982
Solukhumbu,2024,4.2494
Sunsari,1984,4.6661
Sunsari,1985,4.9068
Sunsari,1986,5.028
Sunsari,1987,4.7052
Sunsari,1988,4.7335
Sunsari,1989,4.8665
Sunsari,1990,4.7758
Sunsari,1991,4.7136
Sunsari,1992,4.9068
Sunsari,1993,4.7316
Sunsari,1994,4.9613
Sunsari,1995,4.8833
Sunsari,1996,4.8379
Sunsari,1997,4.759
Sunsari,1998,4.577
Sunsari,1999,4.673
Sunsari,2000,4.6644
Sunsari,2001,4.6992
Sunsari,2002,4.5521
Sunsari,2003,4.5218
Sunsari,2004,4.4254
Sunsari,2005,4.6099
Sunsari,2006,4.6118
Sunsari,2007,4.5031
Sunsari,2008,4.5307
Sunsari,2009,4.5938
Sunsari,2010,4.559
Sunsari,2011,4.4801
Sunsari,2012,4.6867
Sunsari,2013,4.5922
Sunsari,2014,4.5641
Sunsari,2015,4.4609
Sunsari,2016,4.4486
Sunsari,2017,4.421
Sunsari,2018,4.3692
Sunsari,2019,4.4143
Sunsari,2020,4.1129
Sunsari,2021,4.1801
Sunsari,2022,4.2931
Sunsari,2023,4.4102
Sunsari,2024,4.2746
Taplejung,1984,4.4594
Taplejung,1985,4.3999
Taplejung,1986,4.7513
Taplejung,1987,4.4086
Taplejung,1988,4.4844
Taplejung,1989,4.6162
Taplejung,1990,4.5662
Taplejung,1991,4.5406
Taplejung,1992,4.6704
Taplejung,1993,4.4645
Taplejung,1994,4.4849
Taplejung,1995,4.589
Taplejung,1996,4.6001
Taplejung,1997,4.3718
Taplejung,1998,4.5163
Taplejung,1999,4.5934
Taplejung,2000,4.2636
Taplejung,2001,4.4174
Taplejung,2002,4.2941
Taplejung,2003,4.2072
Taplejung,2004,4.1011
Taplejung,2005,4.3322
Taplejung,2006,4.3181
Taplejung,2007,4.2521
Taplejung,2008,4.2595
Taplejung,2009,4.4746
Taplejung,2010,4.4371
Taplejung,2011,4.2665
Taplejung,2012,4.5247
Taplejung,2013,4.379
Taplejung,2014,4.4083
Taplejung,2015,4.237
Taplejung,2016,4.2638
Taplejung,2017,4.255
Taplejung,2018,4.1148
Taplejung,2019,4.1105
Taplejung,2020,4.0073
Taplejung,2021,4.0034
Taplejung,2022,3.9331
Taplejung,2023,4.0097
Taplejung,2024,3.9708
Terhathum,1984,4.4594
Terhathum,1985,4.3999
Terhathum,1986,4.7513
Terhathum,1987,4.4086
Terhathum,1988,4.4844
Terhathum,1989,4.6162
Terhathum,1990,4.5662
Terhathum,1991,4.5406
Terhathum,1992,4.6704
Terhathum,1993,4.4645
Terhathum,1994,4.4849
Terhathum,1995,4.589
Terhathum,1996,4.6001
Terhathum,1997,4.3718
Terhathum,1998,4.5163
Terhathum,1999,4.5934
Terhathum,2000,4.2636
Terhathum,2001,4.4174
Terhathum,2002,4.2941
Terhathum,2003,4.2072
Terhathum,2004,4.1011
Terhathum,2005,4.3322
Terhathum,2006,4.3181
Terhathum,2007,4.2521
Terhathum,2008,4.2595
Terhathum,2009,4.4746
Terhathum,2010,4.4371
Terhathum,2011,4.2665
Terhathum,2012,4.5247
Terhathum,2013,4.379
Terhathum,2014,4.4083
Terhathum,2015,4.237
Terhathum,2016,4.2638
Terhathum,2017,4.255
Terhathum,2018,4.1148
Terhathum,2019,4.1105
Terhathum,2020,4.0073
Terhathum,2021,4.0034
Terhathum,2022,3.9331
Terhathum,2023,4.0097
Terhathum,2024,3.9708
Udayapur,1984,4.7974
Udayapur,1985,5.1362
Udayapur,1986,5.177
Udayapur,1987,4.8838
Udayapur,1988,4.8607
Udayapur,1989,5.0741
Udayapur,1990,4.8989
Udayapur,1991,4.8408
Udayapur,1992,5.071
Udayapur,1993,4.8859
Udayapur,1994,5.1458
Udayapur,1995,5.035
Udayapur,1996,4.9529
Udayapur,1997,4.787
Udayapur,1998,4.7326
Udayapur,1999,4.8341
Udayapur,2000,4.8199
Udayapur,2001,4.805
Udayapur,2002,4.6769
Udayapur,2003,4.6874
Udayapur,2004,4.6116
Udayapur,2005,4.7782
Udayapur,2006,4.7666
Udayapur,2007,4.627
Udayapur,2008,4.7002
Udayapur,2009,4.8228
Udayapur,2010,4.7424
Udayapur,2011,4.6037
Udayapur,2012,4.8528
Udayapur,2013,4.6898
Udayapur,2014,4.6862
Udayapur,2015,4.5732
Udayapur,2016,4.5691
Udayapur,2017,4.5818
Udayapur,2018,4.5602
Udayapur,2019,4.5502
Udayapur,2020,4.3046
Udayapur,2021,4.2821
Udayapur,2022,4.5086
Udayapur,2023,4.507
Udayapur,2024,4.393
Bara,1984,4.9234
Bara,1985,5.0628
Bara,1986,5.2992
Bara,1987,4.9788
Bara,1988,4.9824
Bara,1989,5.2193
Bara,1990,4.9512
Bara,1991,4.9735
Bara,1992,5.1319
Bara,1993,4.9202
Bara,1994,5.1158
Bara,1995,5.2294
Bara,1996,5.1775
Bara,1997,5.0962
Bara,1998,4.9963
Bara,1999,5.0042
Bara,2000,4.854
Bara,2001,4.8502
Bara,2002,4.7609
Bara,2003,4.8228
Bara,2004,4.6644
Bara,2005,4.8794
Bara,2006,4.8223
Bara,2007,4.7018
Bara,2008,4.8082
Bara,2009,4.9913
Bara,2010,4.9428
Bara,2011,4.7837
Bara,2012,5.0978
Bara,2013,4.847
Bara,2014,4.9495
Bara,2015,4.745
Bara,2016,4.7038
Bara,2017,4.8197
Bara,2018,4.6949
Bara,2019,4.6896
Bara,2020,4.4837
Bara,2021,4.4868
Bara,2022,4.608
Bara,2023,4.6798
Bara,2024,4.6334
Dhanusha,1984,4.7974
Dhanusha,1985,5.1362
Dhanusha,1986,5.177
Dhanusha,1987,4.8838
Dhanusha,1988,4.8607
Dhanusha,1989,5.0741
Dhanusha,1990,4.8989
Dhanusha,1991,4.8408
Dhanusha,1992,5.071
Dhanusha,1993,4.8859
Dhanusha,1994,5.1458
Dhanusha,1995,5.035
Dhanusha,1996,4.9529
Dhanusha,1997,4.787
Dhanusha,1998,4.7326
Dhanusha,1999,4.8341
Dhanusha,2000,4.8199
Dhanusha,2001,4.805
Dhanusha,2002,4.6769
Dhanusha,2003,4.6874
Dhanusha,2004,4.6116
Dhanusha,2005,4.7782
Dhanusha,2006,4.7666
Dhanusha,2007,4.627
Dhanusha,2008,4.7002
Dhanusha,2009,4.8228
Dhanusha,2010,4.7424
Dhanusha,2011,4.6037
Dhanusha,2012,4.8528
Dhanusha,2013,4.6898
Dhanusha,2014,4.6862
Dhanusha,2015,4.5732
Dhanusha,2016,4.5691
Dhanusha,2017,4.5818
Dhanusha,2018,4.5602
Dhanusha,2019,4.5502
Dhanusha,2020,4.3046
Dhanusha,2021,4.2821
Dhanusha,2022,4.5086
Dhanusha,2023,4.507
Dhanusha,2024,4.393
Mahottari,1984,5.027
Mahottari,1985,5.3357
Mahottari,1986,5.317
Mahottari,1987,5.0266
Mahottari,1988,5.0738
Mahottari,1989,5.2812
Mahottari,1990,5.0897
Mahottari,1991,5.0052
Mahottari,1992,5.2493
Mahottari,1993,5.1026
Mahottari,1994,5.3021
Mahottari,1995,5.1758
Mahottari,1996,5.2195
Mahottari,1997,4.8859
Mahottari,1998,4.9188
Mahottari,1999,4.9982
Mahottari,2000,5.017
Mahottari,2001,4.891
Mahottari,2002,4.8139
Mahottari,2003,4.7796
Mahottari,2004,4.7693
Mahottari,2005,4.9217
Mahottari,2006,4.8439
Mahottari,2007,4.6711
Mahottari,2008,4.7268
Mahottari,2009,4.9039
Mahottari,2010,4.805
Mahottari,2011,4.6637
Mahottari,2012,4.8826
Mahottari,2013,4.7218
Mahottari,2014,4.7002
Mahottari,2015,4.6176
Mahottari,2016,4.609
Mahottari,2017,4.6188
Mahottari,2018,4.5919
Mahottari,2019,4.5708
Mahottari,2020,4.3596
Mahottari,2021,4.2631
Mahottari,2022,4.5754
Mahottari,2023,4.5168
Mahottari,2024,4.4506
Parsa,1984,5.0095
Parsa,1985,5.023
Parsa,1986,5.1626
Parsa,1987,4.9118
Parsa,1988,4.9126
Parsa,1989,5.0978
Parsa,1990,4.9375
Parsa,1991,4.8161
Parsa,1992,5.125
Parsa,1993,4.913
Parsa,1994,5.1838
Parsa,1995,5.1475
Parsa,1996,5.0722
Parsa,1997,5.0443
Parsa,1998,4.9111
Parsa,1999,5.1108
Parsa,2000,4.8989
Parsa,2001,5.0198
Parsa,2002,4.8593
Parsa,2003,4.9502
Parsa,2004,4.8494
Parsa,2005,4.9954
Parsa,2006,4.9483
Parsa,2007,4.7808
Parsa,2008,4.8869
Parsa,2009,5.1161
Parsa,2010,4.9879
Parsa,2011,4.8967
Parsa,2012,5.0808
Parsa,2013,4.8614
Parsa,2014,4.9855
Parsa,2015,4.8595
Parsa,2016,4.7882
Parsa,2017,4.8972
Parsa,2018,4.8048
Parsa,2019,4.757
Parsa,2020,4.5466
Parsa,2021,4.505
Parsa,2022,4.7222
Parsa,2023,4.7338
Parsa,2024,4.6802
Rautahat,1984,4.9234
Rautahat,1985,5.0628
Rautahat,1986,5.2992
Rautahat,1987,4.9788
Rautahat,1988,4.9824
Rautahat,1989,5.2193
Rautahat,1990,4.9512
Rautahat,1991,4.9735
Rautahat,1992,5.1319
Rautahat,1993,4.9202
Rautahat,1994,5.1158
Rautahat,1995,5.2294
Rautahat,1996,5.1775
Rautahat,1997,5.0962
Rautahat,1998,4.9963
Rautahat,1999,5.0042
Rautahat,2000,4.854
Rautahat,2001,4.8502
Rautahat,2002,4.7609
Rautahat,2003,4.8228
Rautahat,2004,4.6644
Rautahat,2005,4.8794
Rautahat,2006,4.8223
Rautahat,2007,4.7018
Rautahat,2008,4.8082
Rautahat,2009,4.9913
Rautahat,2010,4.9428
Rautahat,2011,4.7837
Rautahat,2012,5.0978
Rautahat,2013,4.847
Rautahat,2014,4.9495
Rautahat,2015,4.745
Rautahat,2016,4.7038
Rautahat,2017,4.8197
Rautahat,2018,4.6949
Rautahat,2019,4.6896
Rautahat,2020,4.4837
Rautahat,2021,4.4868
Rautahat,2022,4.608
Rautahat,2023,4.6798
Rautahat,2024,4.6334
Saptari,1984,4.7974
Saptari,1985,5.1362
Saptari,1986,5.177
Saptari,1987,4.8838
Saptari,1988,4.8607
Saptari,1989,5.0741
Saptari,1990,4.8989
Saptari,1991,4.8408
Saptari,1992,5.071
Saptari,1993,4.8859
Saptari,1994,5.1458
Saptari,1995,5.035
Saptari,1996,4.9529
Saptari,1997,4.787
Saptari,1998,4.7326
Saptari,1999,4.8341
Saptari,2000,4.8199
Saptari,2001,4.805
Saptari,2002,4.6769
Saptari,2003,4.6874
Saptari,2004,4.6116
Saptari,2005,4.7782
Saptari,2006,4.7666
Saptari,2007,4.627
Saptari,2008,4.7002
Saptari,2009,4.8228
Saptari,2010,4.7424
Saptari,2011,4.6037
Saptari,2012,4.8528
Saptari,2013,4.6898
Saptari,2014,4.6862
Saptari,2015,4.5732
Saptari,2016,4.5691
Saptari,2017,4.5818
Saptari,2018,4.5602
Saptari,2019,4.5502
Saptari,2020,4.3046
Saptari,2021,4.2821
Saptari,2022,4.5086
Saptari,2023,4.507
Saptari,2024,4.393
Sarlahi,1984,5.027
Sarlahi,1985,5.3357
Sarlahi,1986,5.317
Sarlahi,1987,5.0266
Sarlahi,1988,5.0738
Sarlahi,1989,5.2812
Sarlahi,1990,5.0897
Sarlahi,1991,5.0052
Sarlahi,1992,5.2493
Sarlahi,1993,5.1026
Sarlahi,1994,5.3021
Sarlahi,1995,5.1758
Sarlahi,1996,5.2195
Sarlahi,1997,4.8859
Sarlahi,1998,4.9188
Sarlahi,1999,4.9982
Sarlahi,2000,5.017
Sarlahi,2001,4.891
Sarlahi,2002,4.8139
Sarlahi,2003,4.7796
Sarlahi,2004,4.7693
Sarlahi,2005,4.9217
Sarlahi,2006,4.8439
Sarlahi,2007,4.6711
Sarlahi,2008,4.7268
Sarlahi,2009,4.9039
Sarlahi,2010,4.805
Sarlahi,2011,4.6637
Sarlahi,2012,4.8826
Sarlahi,2013,4.7218
Sarlahi,2014,4.7002
Sarlahi,2015,4.6176
Sarlahi,2016,4.609
Sarlahi,2017,4.6188
Sarlahi,2018,4.5919
Sarlahi,2019,4.5708
Sarlahi,2020,4.3596
Sarlahi,2021,4.2631
Sarlahi,2022,4.5754
Sarlahi,2023,4.5168
Sarlahi,2024,4.4506
Siraha,1984,4.7974
Siraha,1985,5.1362
Siraha,1986,5.177
Siraha,1987,4.8838
Siraha,1988,4.8607
Siraha,1989,5.0741
Siraha,1990,4.8989
Siraha,1991,4.8408
Siraha,1992,5.071
Siraha,1993,4.8859
Siraha,1994,5.1458
Siraha,1995,5.035
Siraha,1996,4.9529
Siraha,1997,4.787
Siraha,1998,4.7326
Siraha,1999,4.8341
Siraha,2000,4.8199
Siraha,2001,4.805
Siraha,2002,4.6769
Siraha,2003,4.6874
Siraha,2004,4.6116
Siraha,2005,4.7782
Siraha,2006,4.7666
Siraha,2007,4.627
Siraha,2008,4.7002
Siraha,2009,4.8228
Siraha,2010,4.7424
Siraha,2011,4.6037
Siraha,2012,4.8528
Siraha,2013,4.6898
Siraha,2014,4.6862
Siraha,2015,4.5732
Siraha,2016,4.5691
Siraha,2017,4.5818
Siraha,2018,4.5602
Siraha,2019,4.5502
Siraha,2020,4.3046
Siraha,2021,4.2821
Siraha,2022,4.5086
Siraha,2023,4.507
Siraha,2024,4.393
Bhaktapur,1984,4.9234
Bhaktapur,1985,5.0628
Bhaktapur,1986,5.2992
Bhaktapur,1987,4.9788
Bhaktapur,1988,4.9824
Bhaktapur,1989,5.2193
Bhaktapur,1990,4.9512
Bhaktapur,1991,4.9735
Bhaktapur,1992,5.1319
Bhaktapur,1993,4.9202
Bhaktapur,1994,5.1158
Bhaktapur,1995,5.2294
Bhaktapur,1996,5.1775
Bhaktapur,1997,5.0962
Bhaktapur,1998,4.9963
Bhaktapur,1999,5.0042
Bhaktapur,2000,4.854
Bhaktapur,2001,4.8502
Bhaktapur,2002,4.7609
Bhaktapur,2003,4.8228
Bhaktapur,2004,4.6644
Bhaktapur,2005,4.8794
Bhaktapur,2006,4.8223
Bhaktapur,2007,4.7018
Bhaktapur,2008,4.8082
Bhaktapur,2009,4.9913
Bhaktapur,2010,4.9428
Bhaktapur,2011,4.7837
Bhaktapur,2012,5.0978
Bhaktapur,2013,4.847
Bhaktapur,2014,4.9495
Bhaktapur,2015,4.745
Bhaktapur,2016,4.7038
Bhaktapur,2017,4.8197
Bhaktapur,2018,4.6949
Bhaktapur,2019,4.6896
Bhaktapur,2020,4.4837
Bhaktapur,2021,4.4868
Bhaktapur,2022,4.608
Bhaktapur,2023,4.6798
Bhaktapur,2024,4.6334
Chitwan,1984,5.0095
Chitwan,1985,5.023
Chitwan,1986,5.1626
Chitwan,1987,4.9118
Chitwan,1988,4.9126
Chitwan,1989,5.0978
Chitwan,1990,4.9375
Chitwan,1991,4.8161
Chitwan,1992,5.125
Chitwan,1993,4.913
Chitwan,1994,5.1838
Chitwan,1995,5.1475
Chitwan,1996,5.0722
Chitwan,1997,5.0443
Chitwan,1998,4.9111
Chitwan,1999,5.1108
Chitwan,2000,4.8989
Chitwan,2001,5.0198
Chitwan,2002,4.8593
Chitwan,2003,4.9502
Chitwan,2004,4.8494
Chitwan,2005,4.9954
Chitwan,2006,4.9483
Chitwan,2007,4.7808
Chitwan,2008,4.8869
Chitwan,2009,5.1161
Chitwan,2010,4.9879
Chitwan,2011,4.8967
Chitwan,2012,5.0808
Chitwan,2013,4.8614
Chitwan,2014,4.9855
Chitwan,2015,4.8595
Chitwan,2016,4.7882
Chitwan,2017,4.8972
Chitwan,2018,4.8048
Chitwan,2019,4.757
Chitwan,2020,4.5466
Chitwan,2021,4.505
Chitwan,2022,4.7222
Chitwan,2023,4.7338
Chitwan,2024,4.6802
Dhading,1984,5.0095
Dhading,1985,5.023
Dhading,1986,5.1626
Dhading,1987,4.9118
Dhading,1988,4.9126
